"inst","w","var","inc","rd","evpir","vssr","time"
456,4,5,10,0,15.8528971028971,6.04395604395604,13.7541
509,4,5,10,0,7.64768556884101,0,7.3478
52,4,5,20,0,8.84493111974567,3.3133168491699,67.7146
56,4,5,20,0,9.26222441187338,3.12846409656362,76.1255
59,4,5,20,0,8.12417850660324,NA,109.345111111111
282,4,5,20,0,11.8341327947488,8.67205251199192,41.4816
345,4,5,20,0,18.7458785444518,NA,92.5999
358,4,5,20,0,14.2285614889546,NA,83.1004
364,4,5,20,0.0223731522173392,11.9094013596823,7.67871398139501,130.0332
42,5,2,10,-1.43481717011128,4.52556722458565,2.31611745550529,100.7699
43,5,2,10,0,4.09412894705247,0,79.362
44,5,2,10,-1.00404224801147,3.5695468914647,0.0263435194941954,112.1574
48,5,2,10,-1.4174869716271,2.63587865463603,0.395002535892927,104.5286
53,5,2,10,0,1.4043837773986,1.22063262895394,107.7223
54,5,2,10,0.130897191164443,3.48046636143365,0.495789821193523,200.726
55,5,2,10,-0.133435976392092,5.68617938621224,2.29214544707508,134.1881
58,5,2,10,0,3.31221958300342,2.42808128793878,144.0157
62,5,2,10,-2.34986945169713,2.23754573599775,0.450323670137902,98.3511
63,5,2,10,-0.281346351490235,3.14458872922325,0.282325263597531,142.0359
64,5,2,10,-0.882251579551979,3.5951804164328,4.40185318691672,117.0059
65,5,2,10,-0.5885363357216,2.08494208494209,0,141.5055
116,5,2,10,-3.50130115921458,3.88575631282176,0,103.2879
117,5,2,10,0,2.12159233489221,1.76799361241017,83.824
118,5,2,10,0,4.66180289353284,5.61394831210585,95.9262
121,5,2,10,-0.71884057971015,4.23916851570711,0.899217563937878,79.4509
123,5,2,10,-0.0759589821496421,3.82617509185353,1.52033447358419,78.6704
124,5,2,10,0,4.7180667433832,0,64.1487
125,5,2,10,0,1.26547829636685,0,78.9888
126,5,2,10,-0.794932306545768,4.58244647552273,0,74.6861
128,5,2,10,0,1.64283922748934,1.09104589917232,91.0913
129,5,2,10,-2.48952722920406,3.06861421382104,0.932858721001585,56.6707
133,5,2,10,-0.701365817644893,3.46964064436183,0,65.1067
137,5,2,10,0,3.48101265822785,0,76.1902
138,5,2,10,0,1.95511337343822,1.94354465525221,77.4662
139,5,2,10,-0.931433060262604,3.62483008608971,0.940190303579527,117.7177
140,5,2,10,0,3.81961557417447,1.42927550517497,103.4584
192,5,2,10,-1.32329271096803,2.73679036962416,-0.0453910614525163,128.8238
193,5,2,10,0,3.90136179609865,0.883327199116664,145.3567
196,5,2,10,-1.89456995640111,2.27034365992117,1.01559214646979,139.7359
199,5,2,10,-0.676317038443276,3.21347509258153,1.3857364711504,114.2072
204,5,2,10,-2.4212191264144,2.7930174563591,2.29426433915212,116.8577
206,5,2,10,-1.79071481208549,3.50283090269421,-0.201217030002571,118.7805
208,5,2,10,-0.048098946404033,3.38916065204539,0.116877872678763,161.9687
210,5,2,10,-0.282123621441386,1.50462962962964,2.53343621399176,116.1216
211,5,2,10,-0.0072992700729927,3.05851987043383,1.86155223855169,158.5232
212,5,2,10,-1.8714233532205,4.33370758921976,0.35654643558892,119.9677
213,5,2,10,-0.313907465538429,2.91621029572836,3.77875136911282,137.7576
214,5,2,10,-0.703733860649066,3.1679478864564,1.27184738949726,110.1676
215,5,2,10,0,4.13409144752429,0.272447287372655,146.3169
266,5,2,10,0,3.18021201413427,1.27664424940158,67.2536
272,5,2,10,0,3.12459982071968,2.58675886797286,87.0966
273,5,2,10,0,1.10810810810811,0,49.5509
275,5,2,10,0,2.12211025489034,2.1932424422051,42.3075
280,5,2,10,0.28208744710861,3.09423347398032,1.82841068917018,111.4788
283,5,2,10,0,0.980766781301751,0,106.95
284,5,2,10,0,2.98786181139121,0.945378151260507,68.811
285,5,2,10,0,3.94142769981696,0,113.5882
287,5,2,10,-0.0915541313801733,3.39060710194731,0.0916380297823545,61.4871
289,5,2,10,0.286926147704585,3.2715511879587,-0.286105236969767,59.5614
290,5,2,10,0,0.993377483443709,0,60.2875
346,5,2,10,-0.252808988764053,4.36750302380725,1.58472707844541,160.5732
348,5,2,10,-0.0107385753490061,2.72192443471552,-0.00119317503877846,148.0194
349,5,2,10,-0.75066683602184,3.04447129503116,0.513294937806923,105.0063
350,5,2,10,-0.383200101509964,3.00329684862216,-0.0609149145488389,300.7199
351,5,2,10,0.58431428166217,3.2029346167505,0.336186054945879,86.3202
355,5,2,10,-1.68808911739503,5.96544608939986,0.858035841612967,91.1922
356,5,2,10,-3.07930459633246,2.21636801997948,0.47424831418618,154.8172
357,5,2,10,-2.23781299141164,3.59974014856948,0.953628562164233,140.172
361,5,2,10,0.137400384721088,6.24287326395139,NA,137.1586
362,5,2,10,-0.172325759509822,3.1774125768352,1.11899383813882,127.8436
365,5,2,10,-1.39394700489764,2.94192562404483,1.41365257259296,107.1336
417,5,2,10,-0.371379054221342,4.4110337972167,1.39165009940358,80.6684
420,5,2,10,0,3.75835540421238,0.151343170639431,84.9486
424,5,2,10,-1.55737704918032,3.94909004401095,0.85642916617104,50.9031
426,5,2,10,0.0131061598951537,2.98781286856245,0.248984405713534,111.4648
428,5,2,10,-1.78440479100465,3.23544051767048,1.75460428073669,53.4951
430,5,2,10,0,2.96205296205297,1.70625170625171,45.8204
432,5,2,10,0,3.43322321849929,0,75.7872
433,5,2,10,0,2.8359133126935,1.10216718266254,100.2638
434,5,2,10,0,2.4775628871192,0,63.966
436,5,2,10,-1.01736972704715,2.41915266984206,0.915016294810738,87.9599
437,5,2,10,0.611274620783334,2.02520252025203,-0.607560756075605,121.7558
439,5,2,10,0,5.17917865550615,0.680094166884637,49.578
440,5,2,10,-0.355113636363636,3.67783321454026,0,76.5252
492,5,2,10,0,2.32125260045986,0.65695828314902,43.4204
493,5,2,10,0,0.549193736854397,0.958167796214074,32.0905
496,5,2,10,0,0.810781198641404,0,36.4942
499,5,2,10,0,4.97667185069984,0,37.445
501,5,2,10,0,2.47116968698517,0.316816626536561,37.7516
506,5,2,10,0,0,1.07386066003142,32.909
507,5,2,10,0,3.20606950562898,0,25.3245
508,5,2,10,0,0.123228589032656,0,33.8671
510,5,2,10,0,0.348692403486918,0,33.1588
511,5,2,10,0,2.05275092493137,0,42.3117
512,5,2,10,0,2.00748553929909,0,50.054
513,5,2,10,0,3.04898937992464,0,34.5779
514,5,2,10,0,1.55615696887686,0,39.1918
42,5,2,20,0.0694860428896604,7.7671138325908,NA,244.3158
53,5,2,20,0.249823238274801,4.56308393197009,0.338651996145258,170.5002
54,5,2,20,0,2.70474273493521,4.88111712165053,238.1147
55,5,2,20,0.0110011001100107,4.00761614623001,1.83454828999384,167.0283
58,5,2,20,0.0977636563607493,6.29950773721566,NA,245.9903
62,5,2,20,0,1.44189991518235,10.0932994062765,203.0786
63,5,2,20,0,11.7797695262484,NA,249.1488
64,5,2,20,0.0284931506849305,5.60494769695716,10.9163776132783,174.4426
65,5,2,20,0.103106411103767,3.21900742399816,-0.102577590741714,186.2999
116,5,2,20,0,2.29438314944835,0.601805416248741,224.7797
117,5,2,20,0,3.36185082540065,4.31377274370407,96.4394
118,5,2,20,0.650147760854748,7.25220600134153,0.765684384515957,106.2282
121,5,2,20,0,0.886892421101134,0,142.5236
123,5,2,20,0,7.01148144019619,2.99855088618883,212.5331
124,5,2,20,0,8.40995464018635,5.89677577540761,119.9693
125,5,2,20,0,4.05188553089061,NA,185.0435
126,5,2,20,0,5.04306578454625,3.3204344026963,140.7615
128,5,2,20,0,8.82055885983616,NA,209.621333333333
129,5,2,20,0,6.94537346711259,0.958751393534005,142.3008
137,5,2,20,0.353508302088908,7.26942783945345,-0.352263023057211,153.6853
138,5,2,20,0,3.77001779359432,0,158.716
139,5,2,20,0,2.66090516261087,0,200.8476
140,5,2,20,0,4.72783825816485,0,132.6584
192,5,2,20,0,5.31692307692308,0,201.8269
193,5,2,20,0.321570516680721,4.32863383276316,1.38595649169471,225.0801
196,5,2,20,0.37127128408654,5.24224714233237,-0.36979303119641,170.2976
199,5,2,20,0,5.7774607703281,NA,194.5486
204,5,2,20,0,4.29272748030597,1.23301746774747,203.6278
206,5,2,20,0.153413449245708,2.59126882818483,0.114883839673216,191.0192
208,5,2,20,0.217469231688378,6.01149233522963,2.64455949334113,318.902
210,5,2,20,0,2.14132762312634,1.27290030930287,201.7483
212,5,2,20,0.180595341885667,4.85437863370742,-0.179773428725575,118.8915
213,5,2,20,0.426862425231099,4.85148604714907,4.5970361806344,238.9256
214,5,2,20,0,4.73714615829001,2.33391103408435,146.7496
215,5,2,20,0,5.98741855762751,0.876207593799141,159.7167
266,5,2,20,0,5.80013976240391,9.14445442747329,144.259
272,5,2,20,0,11.4306784660767,0,146.5132
273,5,2,20,0,8.22715289982425,1.36203866432337,123.4431
275,5,2,20,0,2.39840106595603,0,104.8663
280,5,2,20,0,2.69652100638017,1.78162995064403,116.7978
283,5,2,20,0,1.09323178970642,0.847561724603854,99.2341
285,5,2,20,1.32163742690058,9.30393628073415,NA,131.4146
286,5,2,20,0.58143304874095,3.99956695718645,16.1527854784691,113.0513
287,5,2,20,0,19.434628975265,NA,68.6562
289,5,2,20,0,2.08862220170783,3.87722132471729,66.5328
290,5,2,20,0,5.96792241700858,4.20241203531022,98.4583
348,5,2,20,0.344991672614802,5.20439742444961,-0.343692439960411,250.3619
349,5,2,20,0.443256090314912,3.51695280339089,0.0205617412793856,189.0407
350,5,2,20,0,4.04927569293943,1.31173719630432,508.7735
351,5,2,20,0,1.45907945350842,0,130.1464
355,5,2,20,0.542673303387153,6.28704609164441,6.5606002114725,234.8306
356,5,2,20,0.108186482266339,4.41945059098374,1.75278677614471,293.669
357,5,2,20,0.190104801364855,5.40691030036106,2.01263254608098,292.3215
361,5,2,20,0.307731434384541,5.98598807485001,8.99844586467632,255.726
362,5,2,20,0.267224352271403,6.70905278554698,-0.26640384116294,225.3289
365,5,2,20,0.0476688757121268,4.17291160123817,0.649819624263428,251.4507
417,5,2,20,0,8.55765839896557,NA,167.1541
420,5,2,20,0,4.0275896046311,2.27860573962311,172.4075
424,5,2,20,0,6.07841248434639,NA,110.2569
426,5,2,20,0,4.43037974683544,NA,127.2017
428,5,2,20,0,5.41628334866606,1.97792088316467,77.9172
430,5,2,20,0,7.81231392163868,NA,115.0809
432,5,2,20,0,2.09553853086976,0.96890491212258,99.9784
433,5,2,20,0,10.9079754601227,6.40490797546013,151.9701
434,5,2,20,0,10.0647781107996,0.696122981726776,83.5222
436,5,2,20,0,27.6781093669139,NA,75.2845
437,5,2,20,0,3.51102297912048,1.9363116761927,252.3397
439,5,2,20,0,14.8061235892278,NA,97.3311
440,5,2,20,0,8.03274798291409,0,117.1955
493,5,2,20,0,0,2.78432212465196,29.1449
496,5,2,20,0,8.59973445000511,0,63.287
499,5,2,20,0,11.2399729390161,16.9614380979994,77.1159
501,5,2,20,0,16.4212910532276,NA,27.4335555555556
507,5,2,20,14.8711111111111,21.3263174185561,-12.9459103923238,46.4795
508,5,2,20,0,7.69924473001917,NA,69.596
512,5,2,20,0,2.46679316888045,0,108.4905
514,5,2,20,0,8.39247145942609,2.5403681991155,16.8319
42,5,5,10,0.510885797374833,9.66531122927744,2.48670628714419,131.3673
43,5,5,10,0,6.61902217472617,3.44643334223884,88.5281
44,5,5,10,0.0933376247183771,4.51428341938014,0.373350498873509,130.243
48,5,5,10,0.364225010117371,5.85346023750155,-0.36286683426355,103.7982
53,5,5,10,-0.46627565982405,5.61527776288643,1.8683243748463,120.4061
54,5,5,10,0,5.82405854550998,5.7173349595975,183.8635
55,5,5,10,-0.932227420955614,11.3085083579461,1.46495562309842,133.9646
58,5,5,10,0,7.321095654668,0,142.7547
62,5,5,10,-0.0605815831987076,5.83948274949021,1.26498889541951,92.4857
63,5,5,10,-0.100015386982609,6.49980747015788,0.100115517905272,146.9548
64,5,5,10,0.211272141706925,7.39529664208766,-0.209063675186438,119.3475
65,5,5,10,-2.89920724801812,4.50050139544358,-0.0247596854063508,163.8424
116,5,5,10,-0.732398258826775,8.0670982111784,0.73780190714832,124.9061
117,5,5,10,0,7.94355372995893,1.62978667020007,87.1878
118,5,5,10,0.236593059936905,2.38895644088405,0.436306415850092,79.4258
121,5,5,10,0,7.4163621028957,2.58644925499016,63.7088
123,5,5,10,0.405737704918037,5.6821970038228,-0.403012416039084,90.2025
124,5,5,10,0,8.5544909354105,0,62.0807
125,5,5,10,0,3.29651941097725,0.57730923694778,85.471
126,5,5,10,0,7.21461760642973,0,55.8779
128,5,5,10,0,3.6671759966662,0,90.4608
129,5,5,10,0.0687538367096339,10.6568660735442,0.814684355079284,72.1016
133,5,5,10,0,10.3798676941963,5.79008388460752,76.5859
137,5,5,10,0,4.21188279978297,0,60.1261
138,5,5,10,-1.48910411622275,3.2997419196264,0,101.4914
139,5,5,10,0,6.33779375540908,0.945343186205981,130.1293
140,5,5,10,0.222573422889515,7.37065959859889,0.678066603111733,89.3901
192,5,5,10,-0.923551469698812,4.5005256921747,4.92488905669273,111.1222
193,5,5,10,0.171251719394767,5.6770321629485,4.60113662814672,121.8594
196,5,5,10,-0.919088766692852,7.76949613408238,0.864477794395598,142.9282
199,5,5,10,0.0528513636956814,7.03050292934312,6.90579163014017,112.7655
204,5,5,10,-3.36426914153133,7.27349763434786,0.310712520302245,132.0694
206,5,5,10,0.319864128511783,6.72693181371864,-0.314496555714583,106.248
208,5,5,10,0,6.01455752777423,1.98569786744987,171.7338
210,5,5,10,-4.0530519110097,3.22244840104163,1.59339044369228,117.1509
211,5,5,10,-3.21100098223057,3.04519854101935,-0.443499615200302,173.4081
212,5,5,10,-3.87447525978941,6.21420389461626,3.35767468499428,121.596
213,5,5,10,0.0168634064080941,6.5191495076384,11.3090679011934,149.599
214,5,5,10,0.898599585062237,6.53229407517091,0.182524616665084,110.7757
215,5,5,10,0,7.14475962178719,0,160.8011
266,5,5,10,0,6.80811232449297,0,60.4297
272,5,5,10,0,7.15836612837563,2.30017641471028,126.4896
273,5,5,10,0,8.59421586165772,0,58.1317
275,5,5,10,0,7.66181480334469,0,60.5054
280,5,5,10,0,6.55868680999419,0.225159790819301,73.46
283,5,5,10,0,4.77928024611862,2.54704156829076,110.8506
284,5,5,10,-0.939774983454661,2.87758002968332,-0.0290768112430334,62.6385
285,5,5,10,0,5.85124886940791,5.28073471091631,117.4154
286,5,5,10,0,3.96456933414784,0,57.822
287,5,5,10,0,3.96013976963893,3.41659117380613,48.1253
289,5,5,10,0,7.4991652754591,NA,41.7715
290,5,5,10,0,2.87137618487511,2.14488341520792,56.419
346,5,5,10,-1.06308889799262,10.2083320179643,2.20694818337934,161.6361
348,5,5,10,0,5.56760665220535,2.8265299414974,147.9218
349,5,5,10,0,6.87280292703926,0,119.4459
350,5,5,10,0.160664819944598,3.64473632076583,-0.160016681390544,319.6787
351,5,5,10,0.215748824714574,6.63004076525941,-0.213264453236132,99.2935
355,5,5,10,1.0199683953455,10.7437428896473,1.42918088737201,92.6337
356,5,5,10,-0.996269172308976,4.45747089469933,-0.151741550022491,170.3946
357,5,5,10,-1.74493842621582,7.29984398243012,1.14096160713091,157.7417
361,5,5,10,0,10.552467576217,NA,171.9301
362,5,5,10,-3.15684621868055,5.9577498219796,2.14415697444417,157.6486
365,5,5,10,-2.33614768174012,10.1647156636694,-0.105684070635492,119.9078
417,5,5,10,0.363906424062391,9.47165902027527,0,75.234
420,5,5,10,0.697010413167615,3.25243932949712,0.725544158118593,99.4287
424,5,5,10,0,5.78824714996536,1.29117591484537,70.3571
426,5,5,10,0,8.69996499008052,0.385109114249045,80.5943
428,5,5,10,0,3.77056340078614,2.60591061289853,52.5803
430,5,5,10,0,7.18247365501942,2.59983361064892,42.6218
432,5,5,10,0,4.17851821752674,0,66.7628
433,5,5,10,0,5.59138309549945,1.96212952799123,89.592
434,5,5,10,0,5.85116455216815,0,76.6988
436,5,5,10,-4.82767959916042,6.51678998292544,0.391291974957314,91.724
437,5,5,10,0,3.96511287012607,1.37056581647609,116.7809
439,5,5,10,0.60292185205225,5.67806377257012,2.8582404917403,46.0532
440,5,5,10,0,6.41560274587798,0,91.8841
492,5,5,10,0,5.92042755344418,0,45.6069
493,5,5,10,0,6.86636232880995,0,38.4301
496,5,5,10,0,3.5013759587798,0,45.1236
499,5,5,10,0,5.07536142725315,0.430636727160874,47.2213
501,5,5,10,0,2.72798565987005,0,32.4909
506,5,5,10,0,7.92622950819672,3.24590163934425,33.5493
507,5,5,10,0,2.49355116079106,0,42.7553
508,5,5,10,0,0.152543665624285,0,40.9581
510,5,5,10,0,1.21928225755766,0,41.3777
511,5,5,10,0,9.84304505305967,0,41.9267
512,5,5,10,0,5.06823861087974,0.397257640802207,74.8661
513,5,5,10,0,0.0478154324308143,0,48.009
514,5,5,10,0,5.94313500371446,0.00675356250421483,47.7378
42,5,5,20,0,18.9593555030589,NA,231.6174
53,5,5,20,0.977804439112178,7.40772321920414,2.5489466052931,162.3852
54,5,5,20,0,7.28841105138142,0,279.0882
55,5,5,20,0,5.58803535010197,3.80693405846363,161.0366
58,5,5,20,0,11.560838285893,6.43728495464499,173.3614
62,5,5,20,0,7.27936066712995,11.5618485059069,205.2538
63,5,5,20,0,11.1454566662778,0.21579377114196,286.9095
64,5,5,20,0,6.86611374407584,5.11255924170616,169.0168
65,5,5,20,0,6.2039550213261,1.38037999224505,190.7085
116,5,5,20,0,9.24869094546097,1.35906336412308,224.4519
118,5,5,20,0,11.789880987278,13.0151843817787,97.714
121,5,5,20,0,2.04562904464189,0,145.7561
124,5,5,20,0.767782123714337,3.54370327774583,5.93732029902242,94.0554
125,5,5,20,0,10.009298618491,0,133.4587
126,5,5,20,0,6.56461761858664,0,107.599
128,5,5,20,0,4.61228019602191,NA,215.4076
133,5,5,20,0,9.09406055003466,7.69008550959095,109.5775
137,5,5,20,0,40.2648601064033,NA,131.2406
138,5,5,20,0,4.03163465540822,1.31414639947671,152.9613
139,5,5,20,0,2.45028206735426,0.529944726195222,154.5368
140,5,5,20,0.310913373462444,10.4212227868818,NA,175.1044
192,5,5,20,0.0280603297088741,8.96970914889187,-0.0279818118223155,190.7601
193,5,5,20,0,7.77987380472256,0.513887985429005,178.3525
196,5,5,20,1.0334303357229,12.14251942571,-1.02158613376206,206.3136
199,5,5,20,0,16.307596513076,2.20423412204235,176.5891
204,5,5,20,0.0744265495363595,6.59053274997514,5.56495101277039,156.0058
206,5,5,20,0,4.91790988829748,0,184.9162
208,5,5,20,0,10.6144448436939,4.71433704635285,261.9715
210,5,5,20,0,6.97660173955653,4.4958961166238,208.9937
212,5,5,20,0.165163173255509,10.0975045257863,9.90143008913162,137.8802
213,5,5,20,0,5.17824820964822,1.51884787912174,201.4882
214,5,5,20,0.065626547795938,9.36448089014858,8.68961459504129,153.8822
215,5,5,20,0,8.43014596365803,0.708966338993154,150.1758
272,5,5,20,0,5.71377072819035,8.50757029560201,137.8799
280,5,5,20,0,5.60798796334291,0,144.9028
283,5,5,20,0.0136038327320042,1.78184334990442,-0.013585351447135,151.3428
284,5,5,20,0,9.76414316345044,0,103.1199
285,5,5,20,0,6.02553870710295,2.18903203739596,151.2341
286,5,5,20,0,9.04519674910835,0.7659474945916,98.5861
287,5,5,20,0,10.186659871313,10.5434159393515,108.0116
290,5,5,20,0.815873015873015,10.8066259732029,-0.808780870463908,75.8938
348,5,5,20,0.0387441549766211,8.85289480220525,2.54550143022227,261.0063
349,5,5,20,0,8.95810021136391,2.79124704712173,164.8584
350,5,5,20,0.0651662342364084,7.6504893054388,0.514136060570733,449.2181
351,5,5,20,0,3.54545454545455,1.06293706293707,149.2417
355,5,5,20,0.305179593961479,12.8952956455064,NA,215.8969
356,5,5,20,0.619989618778472,7.65695560232455,0.64875956417029,261.0458
357,5,5,20,0.0626871909173226,11.2554308179522,4.16993315627463,305.9201
361,5,5,20,0.155892131510899,7.40647122726769,7.53891510905764,243.4097
362,5,5,20,0,10.0071433209949,0,243.1743
365,5,5,20,0.219726562499994,9.39707673568818,0.785627283800249,243.5266
417,5,5,20,0,8.54097016337601,0,162.3601
420,5,5,20,0,11.0802787816211,2.13603510583377,139.4693
424,5,5,20,1.71401894090968,7.30443905317683,1.00976985115731,94.3916
426,5,5,20,0,7.72949816401469,2.55813953488372,125.7402
428,5,5,20,0.38946324883161,10.7780207378148,0.698314170840084,46.8202
430,5,5,20,0,8.97968605724838,NA,77.415
433,5,5,20,-0.00581125058111977,3.64967745684895,2.69076538618004,131.1766
436,5,5,20,2.14380044020543,4.03482199802678,-2.04408176687672,145.2762
437,5,5,20,0,15.4255620363554,NA,177.1287
439,5,5,20,0,6.18515295535177,0,69.0759
440,5,5,20,2.48591390579221,6.4553742323947,-2.02435175131056,92.8798
493,5,5,20,0,8.72143298332304,3.53304508956146,66.1689
496,5,5,20,0.0575572694831357,7.15600552231938,7.69673262770363,75.8377
499,5,5,20,0,5.98253511959646,1.08477518034387,38.8654
507,5,5,20,0,3.14880072752075,0,35.6221
508,5,5,20,4.61361646234676,19.0949516086843,NA,61.3778
510,5,5,20,0,17.0174918470204,NA,82.7235
511,5,5,20,4.39317140424152,7.35453747563959,-3.60196821597181,4.7695
513,5,5,20,0,6.38211175062395,NA,82.0604
