"inst","w","var","inc","feas","fixed_solved","fixed_time","flex_solved","flex_time"
199,5,5,20,TRUE,TRUE,0.711,TRUE,1.868
204,5,5,20,TRUE,TRUE,1.606,TRUE,13.355
206,5,5,20,TRUE,TRUE,1.586,TRUE,8.837
208,5,5,20,TRUE,TRUE,0.8,TRUE,12.237
210,5,5,20,TRUE,TRUE,0.382,TRUE,10.695
211,5,5,20,FALSE,TRUE,20.215,TRUE,53.667
212,5,5,20,TRUE,TRUE,0.778,TRUE,6.123
213,5,5,20,TRUE,TRUE,0.392,TRUE,6.268
214,5,5,20,TRUE,TRUE,1.35,TRUE,54.17
215,5,5,20,TRUE,TRUE,0.496,TRUE,1.885
266,5,5,20,FALSE,TRUE,1.133,TRUE,2.989
272,5,5,20,TRUE,TRUE,1.376,TRUE,2.782
273,5,5,20,FALSE,TRUE,0.567,TRUE,2.552
275,5,5,20,FALSE,TRUE,0.806,TRUE,1.078
280,5,5,20,TRUE,TRUE,0.343,TRUE,6.693
283,5,5,20,TRUE,TRUE,0.983,TRUE,2.705
284,5,5,20,TRUE,TRUE,0.42,TRUE,0.899
285,5,5,20,TRUE,TRUE,0.338,TRUE,2.767
286,5,5,20,TRUE,TRUE,0.562,TRUE,5.829
287,5,5,20,TRUE,TRUE,0.675,TRUE,3.69
289,5,5,20,FALSE,TRUE,1.144,TRUE,4.18
290,5,5,20,TRUE,TRUE,1.593,TRUE,2.302
346,5,5,20,FALSE,TRUE,4.787,TRUE,7.883
348,5,5,20,TRUE,TRUE,0.566,TRUE,4.671
349,5,5,20,TRUE,TRUE,2.155,TRUE,10.057
350,5,5,20,TRUE,TRUE,0.623,TRUE,5.708
351,5,5,20,TRUE,TRUE,0.707,TRUE,10.014
355,5,5,20,TRUE,TRUE,3.211,TRUE,4.435
356,5,5,20,TRUE,TRUE,0.499,TRUE,2.898
357,5,5,20,TRUE,TRUE,0.416,TRUE,5.26
361,5,5,20,TRUE,TRUE,0.813,TRUE,34.121
362,5,5,20,TRUE,TRUE,0.874,TRUE,3.129
365,5,5,20,TRUE,TRUE,0.573,TRUE,4.353
417,5,5,20,TRUE,TRUE,0.602,TRUE,2.539
42,5,5,20,TRUE,TRUE,0.437,TRUE,3.991
420,5,5,20,TRUE,TRUE,3.002,TRUE,1.342
424,5,5,20,TRUE,TRUE,0.635,TRUE,1.921
426,5,5,20,TRUE,TRUE,0.368,TRUE,1.337
428,5,5,20,TRUE,TRUE,0.362,TRUE,10.407
43,5,5,20,FALSE,TRUE,1.986,TRUE,27.718
430,5,5,20,TRUE,TRUE,0.439,TRUE,0.974
432,5,5,20,FALSE,TRUE,1.202,TRUE,7.95
433,5,5,20,TRUE,TRUE,1.642,TRUE,1.192
434,5,5,20,FALSE,TRUE,4.547,TRUE,18.19
436,5,5,20,TRUE,TRUE,0.275,TRUE,3.059
437,5,5,20,TRUE,TRUE,1.559,TRUE,2.358
439,5,5,20,TRUE,TRUE,0.403,TRUE,1.649
44,5,5,20,FALSE,TRUE,2.152,TRUE,98.809
440,5,5,20,TRUE,TRUE,1.082,TRUE,2.913
48,5,5,20,FALSE,TRUE,2.383,TRUE,8.846
492,5,5,20,TRUE,TRUE,2.006,TRUE,1.558
493,5,5,20,TRUE,TRUE,0.61,TRUE,1.485
496,5,5,20,TRUE,TRUE,2.69,TRUE,1.662
499,5,5,20,TRUE,TRUE,0.272,TRUE,4.002
501,5,5,20,FALSE,TRUE,5.571,TRUE,30.938
506,5,5,20,FALSE,TRUE,0.902,TRUE,1.278
507,5,5,20,TRUE,TRUE,0.348,TRUE,0.921
508,5,5,20,TRUE,TRUE,0.706,TRUE,4.246
510,5,5,20,TRUE,TRUE,0.715,TRUE,1.286
511,5,5,20,TRUE,TRUE,4.341,TRUE,2.614
512,5,5,20,TRUE,TRUE,0.51,TRUE,1.441
513,5,5,20,TRUE,TRUE,0.895,TRUE,1.971
514,5,5,20,TRUE,TRUE,0.847,TRUE,2.018
53,5,5,20,TRUE,TRUE,1.599,TRUE,15.792
54,5,5,20,TRUE,TRUE,0.306,TRUE,3.354
55,5,5,20,TRUE,TRUE,2.805,TRUE,19.492
58,5,5,20,TRUE,TRUE,1.844,TRUE,1.726
62,5,5,20,TRUE,TRUE,0.262,TRUE,5.83
63,5,5,20,TRUE,TRUE,0.503,TRUE,1.232
64,5,5,20,TRUE,TRUE,0.371,TRUE,26.184
65,5,5,20,TRUE,TRUE,0.72,TRUE,5.823
119,6,2,10,TRUE,FALSE,900.09,FALSE,900.07
120,6,2,10,TRUE,FALSE,900.075,FALSE,900.094
122,6,2,10,TRUE,TRUE,736.861,FALSE,900.052
130,6,2,10,TRUE,FALSE,900.02,FALSE,900.062
134,6,2,10,TRUE,FALSE,900.037,FALSE,900.095
135,6,2,10,TRUE,FALSE,900.078,FALSE,900.085
136,6,2,10,TRUE,FALSE,900.075,FALSE,900.053
194,6,2,10,TRUE,FALSE,900.071,FALSE,900.062
195,6,2,10,TRUE,FALSE,900.02,FALSE,900.103
198,6,2,10,TRUE,FALSE,900.081,FALSE,900.062
200,6,2,10,TRUE,FALSE,900.078,FALSE,900.054
201,6,2,10,TRUE,FALSE,900.081,FALSE,900.103
205,6,2,10,TRUE,FALSE,900.075,FALSE,900.051
207,6,2,10,TRUE,FALSE,900.066,FALSE,900.1
267,6,2,10,TRUE,FALSE,900.083,FALSE,900.059
268,6,2,10,TRUE,FALSE,900.079,FALSE,900.051
271,6,2,10,TRUE,FALSE,900.045,FALSE,900.052
274,6,2,10,TRUE,FALSE,900.069,FALSE,900.101
278,6,2,10,TRUE,FALSE,900.068,FALSE,900.091
279,6,2,10,TRUE,FALSE,900.08,FALSE,900.066
288,6,2,10,TRUE,FALSE,900.075,FALSE,900.053
341,6,2,10,TRUE,FALSE,900.073,FALSE,900.057
342,6,2,10,TRUE,FALSE,900.085,FALSE,900.111
343,6,2,10,TRUE,FALSE,900.08,FALSE,900.05
344,6,2,10,TRUE,FALSE,900.017,FALSE,900.064
347,6,2,10,TRUE,FALSE,900.08,FALSE,900.062
353,6,2,10,TRUE,FALSE,900.022,FALSE,900.059
354,6,2,10,TRUE,FALSE,900.022,FALSE,900.065
360,6,2,10,TRUE,FALSE,900.022,FALSE,900.095
41,6,2,10,TRUE,FALSE,900.078,FALSE,900.11
416,6,2,10,TRUE,FALSE,900.075,FALSE,900.094
418,6,2,10,TRUE,FALSE,900.076,FALSE,900.094
421,6,2,10,TRUE,FALSE,900.071,FALSE,900.091
423,6,2,10,TRUE,FALSE,900.086,FALSE,900.1
425,6,2,10,TRUE,FALSE,900.075,FALSE,900.062
427,6,2,10,TRUE,FALSE,900.078,FALSE,900.056
431,6,2,10,TRUE,FALSE,900.083,FALSE,900.103
438,6,2,10,TRUE,FALSE,900.084,FALSE,900.089
45,6,2,10,TRUE,FALSE,900.069,FALSE,900.054
491,6,2,10,TRUE,TRUE,505.41,FALSE,900.053
494,6,2,10,TRUE,TRUE,724.724,FALSE,900.046
495,6,2,10,TRUE,FALSE,900.021,FALSE,900.079
497,6,2,10,TRUE,FALSE,900.072,FALSE,900.061
498,6,2,10,TRUE,TRUE,178.7,FALSE,900.056
503,6,2,10,TRUE,FALSE,900.021,FALSE,900.051
504,6,2,10,TRUE,FALSE,900.069,FALSE,900.055
505,6,2,10,TRUE,FALSE,900.08,FALSE,900.091
515,6,2,10,TRUE,FALSE,900.073,FALSE,900.094
60,6,2,10,TRUE,FALSE,900.073,FALSE,900.053
119,6,2,20,TRUE,TRUE,3.67,FALSE,120.017
120,6,2,20,FALSE,TRUE,134.405,FALSE,900.078
122,6,2,20,TRUE,TRUE,123.076,FALSE,900.048
130,6,2,20,TRUE,TRUE,289.079,FALSE,900.083
134,6,2,20,FALSE,TRUE,348.292,FALSE,900.089
135,6,2,20,TRUE,TRUE,314.969,FALSE,900.057
136,6,2,20,TRUE,TRUE,18.187,FALSE,120.024
194,6,2,20,TRUE,TRUE,431.283,FALSE,900.082
195,6,2,20,TRUE,TRUE,192.288,FALSE,900.093
198,6,2,20,TRUE,TRUE,143.712,FALSE,900.059
200,6,2,20,TRUE,TRUE,126.478,FALSE,900.094
201,6,2,20,TRUE,FALSE,900.027,FALSE,900.053
205,6,2,20,TRUE,TRUE,623.299,FALSE,900.097
207,6,2,20,TRUE,TRUE,675.49,FALSE,900.055
267,6,2,20,TRUE,TRUE,60.835,FALSE,120.02
268,6,2,20,TRUE,TRUE,61.723,FALSE,120.017
271,6,2,20,TRUE,TRUE,93.773,FALSE,120.026
274,6,2,20,TRUE,TRUE,22.764,FALSE,120.018
278,6,2,20,TRUE,TRUE,46.443,FALSE,120.017
279,6,2,20,TRUE,TRUE,14.488,FALSE,120.017
288,6,2,20,TRUE,TRUE,33.88,FALSE,120.211
341,6,2,20,TRUE,TRUE,621.531,FALSE,900.055
342,6,2,20,TRUE,TRUE,250.959,FALSE,900.097
343,6,2,20,FALSE,FALSE,900.024,FALSE,900.086
344,6,2,20,TRUE,FALSE,900.072,FALSE,900.093
347,6,2,20,TRUE,FALSE,900.083,FALSE,900.049
353,6,2,20,TRUE,FALSE,900.078,FALSE,900.093
354,6,2,20,FALSE,TRUE,306.694,FALSE,900.091
360,6,2,20,TRUE,FALSE,900.018,FALSE,900.091
41,6,2,20,TRUE,TRUE,120.016,FALSE,900.058
416,6,2,20,TRUE,TRUE,60.986,FALSE,120.017
418,6,2,20,TRUE,TRUE,194.812,FALSE,900.048
421,6,2,20,TRUE,TRUE,228.599,FALSE,900.086
423,6,2,20,TRUE,TRUE,89.034,FALSE,120.02
425,6,2,20,TRUE,TRUE,41.724,FALSE,120.023
427,6,2,20,TRUE,TRUE,53.966,FALSE,120.017
431,6,2,20,TRUE,TRUE,95.431,FALSE,120.019
438,6,2,20,TRUE,TRUE,125.076,FALSE,900.089
45,6,2,20,TRUE,TRUE,461.567,FALSE,900.085
491,6,2,20,TRUE,TRUE,9.217,FALSE,120.019
494,6,2,20,TRUE,TRUE,3.551,TRUE,105.473
495,6,2,20,TRUE,TRUE,16.163,FALSE,120.017
497,6,2,20,TRUE,TRUE,4.172,TRUE,37.834
498,6,2,20,FALSE,TRUE,24.531,FALSE,120.017
503,6,2,20,TRUE,TRUE,6.696,FALSE,120.02
504,6,2,20,TRUE,TRUE,9.004,TRUE,89.399
505,6,2,20,TRUE,TRUE,9.314,TRUE,73.261
515,6,2,20,TRUE,TRUE,5.553,TRUE,75.089
60,6,2,20,TRUE,TRUE,223.017,FALSE,900.047
119,6,5,10,TRUE,FALSE,900.079,FALSE,900.067
120,6,5,10,TRUE,FALSE,900.074,FALSE,900.063
122,6,5,10,TRUE,FALSE,900.086,FALSE,900.1
130,6,5,10,TRUE,FALSE,900.083,FALSE,900.055
134,6,5,10,TRUE,FALSE,900.079,FALSE,900.108
135,6,5,10,TRUE,FALSE,900.075,FALSE,900.056
136,6,5,10,TRUE,FALSE,900.072,FALSE,900.091
194,6,5,10,TRUE,FALSE,900.076,FALSE,900.059
195,6,5,10,TRUE,FALSE,900.076,FALSE,900.103
198,6,5,10,TRUE,FALSE,900.071,FALSE,900.062
200,6,5,10,TRUE,FALSE,900.105,FALSE,900.094
201,6,5,10,TRUE,FALSE,900.088,FALSE,900.068
205,6,5,10,TRUE,FALSE,900.081,FALSE,900.095
207,6,5,10,TRUE,FALSE,900.078,FALSE,900.107
267,6,5,10,TRUE,FALSE,900.078,FALSE,900.102
268,6,5,10,TRUE,FALSE,900.073,FALSE,900.106
271,6,5,10,TRUE,FALSE,900.079,FALSE,900.087
274,6,5,10,TRUE,FALSE,900.083,FALSE,900.053
278,6,5,10,TRUE,FALSE,900.077,FALSE,900.091
279,6,5,10,TRUE,FALSE,900.077,FALSE,900.09
288,6,5,10,TRUE,TRUE,680.238,FALSE,900.063
341,6,5,10,TRUE,FALSE,900.076,FALSE,900.055
342,6,5,10,TRUE,FALSE,900.081,FALSE,900.06
343,6,5,10,TRUE,FALSE,900.076,FALSE,900.061
344,6,5,10,TRUE,FALSE,900.083,FALSE,900.104
347,6,5,10,TRUE,FALSE,900.074,FALSE,900.073
353,6,5,10,TRUE,FALSE,900.079,FALSE,900.114
354,6,5,10,TRUE,FALSE,900.096,FALSE,900.062
360,6,5,10,TRUE,FALSE,900.028,FALSE,900.063
41,6,5,10,TRUE,FALSE,900.081,FALSE,900.078
416,6,5,10,TRUE,FALSE,900.072,FALSE,900.093
418,6,5,10,TRUE,FALSE,900.1,FALSE,900.067
421,6,5,10,TRUE,FALSE,900.072,FALSE,900.099
423,6,5,10,TRUE,FALSE,900.074,FALSE,900.066
425,6,5,10,TRUE,TRUE,723.768,FALSE,900.102
427,6,5,10,TRUE,FALSE,900.091,FALSE,900.099
431,6,5,10,TRUE,TRUE,303.124,FALSE,900.087
438,6,5,10,TRUE,FALSE,900.081,FALSE,900.056
45,6,5,10,TRUE,FALSE,900.022,FALSE,900.06
491,6,5,10,TRUE,TRUE,274.702,FALSE,900.086
494,6,5,10,TRUE,TRUE,244.291,FALSE,900.089
495,6,5,10,TRUE,TRUE,410.489,FALSE,900.087
497,6,5,10,TRUE,TRUE,80.152,FALSE,120.016
498,6,5,10,TRUE,TRUE,43.843,FALSE,120.02
503,6,5,10,TRUE,TRUE,144.9,FALSE,900.052
504,6,5,10,TRUE,TRUE,275.596,FALSE,900.091
505,6,5,10,TRUE,TRUE,132.342,FALSE,900.087
515,6,5,10,TRUE,FALSE,900.025,FALSE,900.09
60,6,5,10,TRUE,FALSE,900.076,FALSE,900.098
119,6,5,20,TRUE,TRUE,38.758,FALSE,120.02
120,6,5,20,TRUE,TRUE,10.044,FALSE,120.02
122,6,5,20,TRUE,TRUE,76.334,FALSE,120.016
130,6,5,20,TRUE,TRUE,86.95,FALSE,120.016
134,6,5,20,TRUE,TRUE,23.061,FALSE,120.019
135,6,5,20,TRUE,TRUE,29.815,FALSE,120.017
136,6,5,20,TRUE,TRUE,23.776,FALSE,120.018
194,6,5,20,TRUE,TRUE,261.29,FALSE,900.094
195,6,5,20,TRUE,TRUE,92.693,FALSE,120.018
198,6,5,20,TRUE,TRUE,54.731,FALSE,120.054
200,6,5,20,TRUE,TRUE,74.391,FALSE,120.019
201,6,5,20,TRUE,TRUE,338.146,FALSE,900.058
205,6,5,20,TRUE,TRUE,268.678,FALSE,900.103
207,6,5,20,TRUE,TRUE,162.615,FALSE,900.097
267,6,5,20,TRUE,TRUE,10.539,FALSE,120.018
268,6,5,20,TRUE,TRUE,25.495,FALSE,120.018
271,6,5,20,TRUE,TRUE,48.58,FALSE,120.022
274,6,5,20,TRUE,TRUE,38.854,FALSE,120.015
278,6,5,20,TRUE,TRUE,29.118,FALSE,120.02
279,6,5,20,TRUE,TRUE,71.63,FALSE,120.015
288,6,5,20,TRUE,TRUE,31.529,FALSE,120.017
341,6,5,20,TRUE,TRUE,261.574,FALSE,900.055
342,6,5,20,TRUE,TRUE,140.373,FALSE,900.064
343,6,5,20,FALSE,TRUE,780.33,FALSE,900.057
344,6,5,20,TRUE,TRUE,410.693,FALSE,900.057
347,6,5,20,TRUE,FALSE,900.092,FALSE,900.051
353,6,5,20,TRUE,TRUE,513.354,FALSE,900.052
354,6,5,20,FALSE,TRUE,275.167,FALSE,900.047
360,6,5,20,TRUE,TRUE,278.893,FALSE,900.097
41,6,5,20,TRUE,TRUE,98.416,FALSE,120.028
416,6,5,20,TRUE,TRUE,23.161,FALSE,120.021
418,6,5,20,TRUE,TRUE,110.111,FALSE,120.017
421,6,5,20,TRUE,TRUE,81.312,FALSE,120.016
423,6,5,20,TRUE,TRUE,67.142,FALSE,120.017
425,6,5,20,TRUE,TRUE,45.488,FALSE,120.019
427,6,5,20,TRUE,TRUE,18.253,FALSE,120.022
431,6,5,20,TRUE,TRUE,88.268,FALSE,120.018
438,6,5,20,TRUE,TRUE,65.871,FALSE,120.017
45,6,5,20,TRUE,TRUE,360.618,FALSE,900.054
491,6,5,20,TRUE,TRUE,8.686,TRUE,51.274
494,6,5,20,TRUE,TRUE,3.278,TRUE,19.75
495,6,5,20,TRUE,TRUE,7.84,TRUE,63.233
497,6,5,20,TRUE,TRUE,15.107,TRUE,58.84
498,6,5,20,TRUE,TRUE,2.802,TRUE,8.112
503,6,5,20,TRUE,TRUE,6.045,FALSE,120.018
504,6,5,20,TRUE,TRUE,3.522,FALSE,120.024
505,6,5,20,TRUE,TRUE,5.446,TRUE,33.524
515,6,5,20,TRUE,TRUE,7.137,TRUE,37.023
60,6,5,20,TRUE,TRUE,94.552,FALSE,120.017
131,7,2,10,TRUE,FALSE,900.068,FALSE,900.078
269,7,2,10,TRUE,FALSE,900.072,FALSE,900.076
270,7,2,10,TRUE,FALSE,900.084,FALSE,900.081
363,7,2,10,TRUE,FALSE,900.082,FALSE,900.086
435,7,2,10,TRUE,FALSE,900.064,FALSE,900.087
61,7,2,10,TRUE,FALSE,900.065,FALSE,900.1
131,7,2,20,TRUE,FALSE,900.024,FALSE,900.088
269,7,2,20,TRUE,FALSE,900.08,FALSE,900.089
270,7,2,20,TRUE,FALSE,900.079,FALSE,900.09
363,7,2,20,TRUE,FALSE,900.109,FALSE,900.094
435,7,2,20,TRUE,FALSE,900.119,FALSE,900.083
61,7,2,20,TRUE,FALSE,900.054,FALSE,900.099
131,7,5,10,TRUE,FALSE,900.078,FALSE,900.097
269,7,5,10,TRUE,FALSE,900.088,FALSE,900.067
270,7,5,10,TRUE,FALSE,900.068,FALSE,900.105
363,7,5,10,TRUE,FALSE,900.074,FALSE,900.088
435,7,5,10,TRUE,FALSE,900.079,FALSE,900.097
61,7,5,10,TRUE,FALSE,900.08,FALSE,900.122
131,7,5,20,TRUE,FALSE,900.111,FALSE,900.06
269,7,5,20,TRUE,FALSE,900.115,FALSE,900.089
270,7,5,20,TRUE,FALSE,900.103,FALSE,900.17
363,7,5,20,TRUE,FALSE,900.076,FALSE,900.092
435,7,5,20,TRUE,FALSE,900.086,FALSE,900.097
61,7,5,20,TRUE,FALSE,900.096,FALSE,900.103
500,8,2,10,TRUE,FALSE,900.075,FALSE,900.135
500,8,2,20,TRUE,FALSE,900.064,FALSE,900.085
500,8,5,10,TRUE,FALSE,900.074,FALSE,900.112
500,8,5,20,TRUE,FALSE,900.105,FALSE,900.105
