"inst","w","var","inc","feas","fixed_rp","fixed_bev","fixed_wev","flex_rp","flex_bev","flex_wev"
508,5,2,20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
510,5,2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
511,5,2,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
512,5,2,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
513,5,2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
514,5,2,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
53,5,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
54,5,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
55,5,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
58,5,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
62,5,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
63,5,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
64,5,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
65,5,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
116,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
117,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
118,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
121,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
123,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
124,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
125,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
126,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
128,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
129,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
133,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
137,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
138,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
139,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
140,5,5,10,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
192,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
193,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
196,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
199,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
204,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
206,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
208,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
210,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
211,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
212,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
213,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
214,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
215,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
266,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
272,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
273,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
275,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
280,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
283,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
284,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
285,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
286,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
287,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
289,5,5,10,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
290,5,5,10,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
346,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
348,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
349,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
350,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
351,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
355,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
356,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
357,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
361,5,5,10,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
362,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
365,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
417,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
42,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
420,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
424,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
426,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
428,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
43,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
430,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
432,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
433,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
434,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
436,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
437,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
439,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
44,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
440,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
48,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
492,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
493,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
496,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
499,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
501,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
506,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
507,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
508,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
510,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
511,5,5,10,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
512,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
513,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
514,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
53,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
54,5,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
55,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
58,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
62,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
63,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
64,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
65,5,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
116,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
117,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
121,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
123,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
125,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
126,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
128,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
129,5,5,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
137,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
138,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
139,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
140,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
192,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
193,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
196,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
199,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
204,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
206,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
208,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
210,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
211,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
212,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
213,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
214,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
215,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
266,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
272,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
273,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
275,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
280,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
283,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
284,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
285,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
286,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
287,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
289,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
290,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
346,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
348,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
349,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
350,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
351,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
355,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
356,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
357,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
361,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
362,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
365,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
417,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
42,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
420,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
424,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
426,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
428,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
43,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
430,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
432,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
433,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
434,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
436,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
437,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
439,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
44,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
440,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
48,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
492,5,5,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
493,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
496,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
499,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
501,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
506,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
507,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
508,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
510,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
511,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
512,5,5,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
513,5,5,20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
514,5,5,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
54,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
55,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
58,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
62,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
63,5,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
64,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
65,5,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
119,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
120,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
122,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
130,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
134,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
135,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
136,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
194,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
195,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
198,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
200,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
201,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
205,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
207,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
267,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
268,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
271,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
274,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
278,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
279,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
288,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
341,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
342,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
343,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
344,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
347,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
353,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
354,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
360,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
416,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
418,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
421,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
423,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
425,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
427,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
431,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
438,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
45,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
491,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
494,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
495,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
497,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
498,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
503,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
504,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
505,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
515,6,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
60,6,2,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
119,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
120,6,2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
130,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
134,6,2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
136,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
194,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
195,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
198,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
200,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
201,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
205,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
207,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
267,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
268,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
271,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
274,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
278,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
279,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
288,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
341,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
342,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
343,6,2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
344,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
347,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
353,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
354,6,2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
360,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
41,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
416,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
418,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
421,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
423,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
425,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
427,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
431,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
438,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
45,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
491,6,2,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
494,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
495,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
497,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
498,6,2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
503,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
504,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
505,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
515,6,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
60,6,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
119,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
120,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
122,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
130,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
134,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
135,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
136,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
194,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
195,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
198,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
200,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
201,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
205,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
207,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
267,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
268,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
271,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
274,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
278,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
279,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
288,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
341,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
342,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
343,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
344,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
347,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
353,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
354,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
360,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
416,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
418,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
421,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
423,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
