"inst","w","var","inc","rd","evpir","vssr","time"
64,5,2,10,0.00681895669962522,5.47297209126095,NA,1.8399
65,5,2,10,0.374889923260788,4.64390055727167,0.733040381336446,1.7658
116,5,2,10,0.00806358714433742,9.68358203485396,6.75329188891384,2.0714
117,5,2,10,0.0299467613132202,4.85317279338065,1.61117871127603,1.5419
118,5,2,10,0,8.41054882394868,1.81753385602282,1.8269
121,5,2,10,0.051638976201169,7.99532432880995,1.95688875903707,1.5729
123,5,2,10,0,7.78668610301264,5.11418853255587,2.1022
124,5,2,10,3.78655336165958,10.1159585518978,-3.27695539823785,0.220571428571429
125,5,2,10,0.117126496616346,5.67933769809186,-0.11577051710831,1.497
126,5,2,10,0,7.2758243095267,3.51624285192846,1.8534
128,5,2,10,0.0220507166482919,3.94126709008032,9.53120596881445,1.3663
129,5,2,10,0,3.06861421382104,0.932858721001585,1.6708
133,5,2,10,0,5.3807846471517,3.36450868456213,1.7439
137,5,2,10,0,8.86105045397081,NA,2.0719
138,5,2,10,0,7.07236842105263,1.67763157894736,2.1237
139,5,2,10,0,5.99933708982434,3.08253231687106,1.6216
140,5,2,10,0,7.40213523131672,6.58362989323843,1.5629
192,5,2,10,0.71013997951519,5.66282728990652,-0.441963155735073,1.6849
193,5,2,10,0.424973140742505,6.88725195090237,-0.02831468238081,1.8238
196,5,2,10,0.0791452314998006,4.34924112389625,0.474815338643904,1.4607
199,5,2,10,0.169530355097365,7.35025060109373,5.57177072953625,1.6864
204,5,2,10,0.197219912082686,7.55829396426382,4.20442696793862,1.6077
206,5,2,10,0.197575757575758,6.6562257040662,2.88864701748535,1.7787
208,5,2,10,0.0224592925322852,5.33287708956808,5.38902784158259,1.5917
210,5,2,10,0.0361325691502599,4.60708569113643,9.29270440792242,1.8019
211,5,2,10,0.34308211473565,6.95569563768172,5.22133756877228,1.7254
212,5,2,10,0.93369418132612,6.02635031728393,2.42030846742712,1.6371
213,5,2,10,0.236748651847956,6.95313360269617,5.81440285261007,1.7647
214,5,2,10,0.316664768196834,6.13893625907159,0.617334358621664,1.584
215,5,2,10,0.141001443321855,10.2738603667216,1.35627931884735,1.7824
266,5,2,10,0,5.24319500223115,0,1.5546
272,5,2,10,0.0276973435729579,4.78521360487573,0.828242407315344,1.7268
273,5,2,10,0,3.72319431653731,1.77608209446125,1.6547
275,5,2,10,0.226222906549805,2.43117131708632,4.24595903730397,1.3271
280,5,2,10,0,7.14285714285715,6.9468267581475,2.2276
283,5,2,10,0,1.11930806410583,0,1.6309
284,5,2,10,0,3.94082977002195,3.23587195192419,1.9809
285,5,2,10,0.00236127508854835,7.06240681973932,0.0920877772167139,1.9484
287,5,2,10,0,5.60716284275322,2.75321768326805,1.4092
289,5,2,10,0,4.65914664051005,0,1.5678
290,5,2,10,0,0.993377483443709,0,1.4345
346,5,2,10,0.204030541995243,6.67361959355754,3.76954116400984,1.6685
348,5,2,10,0.285714285714287,6.72539938988427,3.86982634183397,1.4841
349,5,2,10,0.0488579455233907,7.50815265247462,5.59160344624432,1.4067
350,5,2,10,0,5.96443566312669,4.03803408248951,1.7011
351,5,2,10,0.986279038174161,7.64608570165537,5.80677872636279,1.5655
355,5,2,10,0.157402852926707,7.27718546665878,5.55323577107183,1.519
356,5,2,10,0.784104389086594,6.32077245141625,-0.659293817056553,1.605
357,5,2,10,0.0561663479923537,6.94744537657845,3.0851750679953,1.5827
361,5,2,10,0.33288948069241,9.31460495388707,NA,1.9552
362,5,2,10,0,4.35771125426298,3.92825565239357,1.4861
365,5,2,10,0.348240469208213,7.20140173593233,0.579506844403478,1.5428
417,5,2,10,0,4.84848484848485,3.61162646876933,1.4632
420,5,2,10,0,4.89780658025922,6.43070787637089,1.3356
424,5,2,10,0,6.95932711141836,2.51181011637286,1.2115
426,5,2,10,0,4.69876416065911,1.50617919670443,2.0165
428,5,2,10,0,4.79921645445641,2.03232125367287,2.3677
430,5,2,10,0,3.46279196089082,1.69744703965236,1.4316
432,5,2,10,0,4.92507840631897,0.255546521082593,1.6503
433,5,2,10,0,6.56186733357152,1.67917113254733,2.1632
434,5,2,10,0,5.02277483688292,0,1.3977
436,5,2,10,0,4.71236230110159,1.00367197062424,1.5791
437,5,2,10,0.118019888536771,4.95289078920983,1.74886909313115,1.7816
439,5,2,10,0,5.97847231228116,4.34444300350149,1.5753
440,5,2,10,0,7.51437174924719,1.88885847248836,1.7452
492,5,2,10,0,4.99467518636848,0,1.4953
493,5,2,10,0,6.42111050027487,0.109950522264981,1.6657
496,5,2,10,0,0.854232833205571,0,2.1778
499,5,2,10,0,4.98652291105121,0,1.8278
501,5,2,10,0,2.99974792034282,0,1.7079
506,5,2,10,0,0.196052803555091,0.875702522546064,1.6007
507,5,2,10,0,5.1445017388176,0.287804293080702,1.3527
508,5,2,10,0,1.39902676399027,0,1.1464
510,5,2,10,0,0.657976412166351,0,1.554
511,5,2,10,0,4.01169590643274,0,1.7396
512,5,2,10,0,3.06294177044766,0,1.6562
513,5,2,10,0,3.04898937992464,0,1.4504
514,5,2,10,0,4.83976455199477,0,1.7948
42,5,2,20,0.737751506195294,13.0620027170514,NA,3.1679
53,5,2,20,1.24203096539162,8.70121414452149,4.1631547455718,3.5615
54,5,2,20,0,7.44375299186214,3.08760172331258,3.5607
55,5,2,20,1.14115864319851,9.47878185711882,3.14163243705675,2.9745
58,5,2,20,1.90097799511003,26.2716337822196,NA,2.842125
62,5,2,20,0.542281879194632,6.91443178671395,NA,3.7691
63,5,2,20,0.374054502124132,14.6390188162145,NA,3.2732
64,5,2,20,0,10.4738154613466,NA,3.3482
65,5,2,20,0.13261000602773,11.7624265078541,4.12972753903256,3.6255
116,5,2,20,0.492905841164548,19.6161572750962,NA,2.775
117,5,2,20,0,8.1539166284929,4.13421896472743,3.5483
118,5,2,20,0,11.6121394748171,NA,3.3627
121,5,2,20,0,8.55472901168969,0,3.3152
123,5,2,20,0,37.2357234218644,NA,1.7261
124,5,2,20,1.43151390319259,15.5802238902136,NA,2.9042
126,5,2,20,0,14.4704295030357,NA,2.3885
129,5,2,20,0,8.64616394877969,1.93717850497975,3.5815
137,5,2,20,0,11.1849504140681,2.3617217053471,3.2692
138,5,2,20,0,10.4892934726389,NA,1.5526
139,5,2,20,1.19516728624535,21.3031203831851,NA,2.5719
140,5,2,20,0,36.7975789256483,NA,2.533
192,5,2,20,2.79055977229601,11.137715715718,NA,2.8502
193,5,2,20,0.173190162798752,8.14817337431679,NA,3.3293
196,5,2,20,0.0623916811091852,14.2185950990703,NA,3.4145
199,5,2,20,1.61297640653357,11.344006741193,NA,2.8565
204,5,2,20,0.0555864369093941,6.85539509966406,NA,3.3468
206,5,2,20,0.381346198024348,12.6791439432655,NA,3.4414
208,5,2,20,0.255994439939769,8.9202108515239,NA,3.3702
210,5,2,20,2.62966333030027,8.81951564275178,-2.17994475410704,3.3559
212,5,2,20,0.712429111531192,10.2143583796962,NA,2.4766
213,5,2,20,0.208117890382625,9.32623847160982,NA,3.7545
214,5,2,20,0.236894055713975,9.78716752479396,NA,3.4506
215,5,2,20,0,8.33515881708653,1.2486308871851,3.4452
266,5,2,20,0,10.4403948367502,NA,2.8376
273,5,2,20,0.246410970644955,10.7080209317976,2.084618080128,0.07925
275,5,2,20,0,12.2491764001198,NA,2.9948
280,5,2,20,0,4.44496985459274,NA,3.2322
283,5,2,20,0,4.49531490926343,2.28917091685446,3.5991
289,5,2,20,4.71016140031826,7.00864660035247,-1.34258535019126,2.2997
290,5,2,20,0,9.42514970059881,NA,3.8201
348,5,2,20,0.753161698283647,10.3732347578685,NA,3.4654
349,5,2,20,0.874157303370786,9.16182090951941,4.72845613840571,3.4166
350,5,2,20,0.271077908217715,10.4654451723676,2.82849907153545,3.4566
351,5,2,20,0.403530895334174,6.69324318441122,NA,3.7754
355,5,2,20,0,11.786769720391,NA,3.2496
356,5,2,20,2.47802972767711,9.12049330024086,NA,3.5805
357,5,2,20,0.114121037463977,10.4527383433763,5.26437778897437,3.3592
361,5,2,20,0.668199975789854,10.8206714568066,NA,3.3123
362,5,2,20,0.370370370370371,13.633219946977,NA,3.279
365,5,2,20,0.147702407002188,9.91378412857992,NA,3.2581
417,5,2,20,0,11.9624264373019,NA,3.1906
420,5,2,20,0,18.1598571578616,NA,2.8706
424,5,2,20,0,26.5536723163842,NA,2.9248
426,5,2,20,0.13014055179594,10.5055418742272,NA,3.3525
428,5,2,20,0.592392434005404,15.0202443984979,NA,3.3404
430,5,2,20,0,9.6732788798133,NA,3.3186
432,5,2,20,0,10.8260646485377,NA,3.4024
433,5,2,20,1.12180188060354,21.4108699276877,NA,3.1343
437,5,2,20,1.38667516735735,13.2576531809987,NA,2.3355
439,5,2,20,2.70032725572698,30.5175665677066,NA,1.8086
440,5,2,20,0,22.1630849568186,NA,2.6754
493,5,2,20,0,8.8530990727184,NA,2.3741
42,5,5,10,0.598348911782765,21.6511127564571,6.63777303758866,1.7111
43,5,5,10,0.533316910949628,14.3529678374826,7.4431941276298,1.3431
44,5,5,10,0.0857063865081566,17.9716768618615,6.9862588024955,1.8536
48,5,5,10,0.55416874687968,13.0419344479228,2.40803522579548,1.3817
53,5,5,10,0,12.1667009390637,5.62752758927959,1.6881
54,5,5,10,0.43279262300599,17.2028642006762,4.5922050578151,1.4374
55,5,5,10,0.0222072678331087,16.6133665549109,1.29652679919811,1.7188
58,5,5,10,0.263892413093117,18.2244315662433,10.0189833264677,1.608
62,5,5,10,0.259187331939052,13.2058285478828,8.07923135243472,1.7412
63,5,5,10,0.0072775388686729,19.6816600955546,5.82756638262195,1.7084
64,5,5,10,0.676512041178992,12.3064078795966,8.0298377839189,1.8751
65,5,5,10,0.0304816094289779,11.2848422416153,2.75952362289051,1.6766
116,5,5,10,0.00126550240445342,16.4272787710831,6.30085680237768,1.6759
117,5,5,10,0,17.9994098554146,0,1.746
118,5,5,10,0,7.3900651465798,9.03230184581977,1.6664
121,5,5,10,0,13.5143652502758,0,1.3353
123,5,5,10,0.196162046908317,15.7052567074433,7.33838705184626,1.6863
124,5,5,10,0,17.9744017807457,1.24899523897855,1.7657
125,5,5,10,0.0061087354917546,11.7494320143984,3.15497261511312,1.6661
126,5,5,10,0,9.67051775780916,0.745766856164791,1.9494
128,5,5,10,0.0320369065163068,11.1580471101891,6.16837556947487,1.7163
129,5,5,10,0,14.5956723157216,10.6491526417639,1.7365
133,5,5,10,0,14.4187561055031,3.50374470856398,1.6167
137,5,5,10,0,9.84360038301947,1.74912224704756,1.648
138,5,5,10,0,8.06216042530817,5.08266635508559,1.4718
139,5,5,10,0,12.609478849618,4.11205664948132,1.8075
140,5,5,10,0,13.4135855546002,NA,2.1089
192,5,5,10,0.208121253251894,11.7079851891386,14.3608473608083,1.7466
193,5,5,10,0.15278283012004,16.83481028151,10.4006088874729,1.7955
196,5,5,10,0.0292397660818737,12.808484683098,8.88258772531894,1.5632
199,5,5,10,0.561830803623958,16.5914351181598,5.2670383946457,1.7847
204,5,5,10,0.152547874066861,14.8898459989159,15.5932134989973,1.4153
206,5,5,10,0.505607052570168,14.723739748148,9.18482905790367,1.6495
208,5,5,10,0.186938430923235,11.3972886208068,5.53473767740447,1.7479
210,5,5,10,0.18810300548344,9.78119485380824,12.9155341938745,1.6827
211,5,5,10,0.60946462715105,16.7779697744682,12.4515014942003,1.6137
212,5,5,10,0.575588982759801,10.529176845881,8.38946285922662,1.5855
213,5,5,10,0,14.4046180695395,9.73285004698617,1.6981
214,5,5,10,0.0236071765816808,14.1727625525023,2.51357235066863,1.5766
215,5,5,10,0.227167896678965,19.7781525980986,5.32101701211983,1.8113
266,5,5,10,0,9.83517478717623,2.77123709472922,1.4754
272,5,5,10,0,9.75464978235062,3.99023875478169,1.916
273,5,5,10,0,14.9642881908328,9.21572706469732,1.3912
275,5,5,10,0,16.341189674523,0.213243546576877,1.6989
280,5,5,10,0,6.55868680999419,13.0737943056363,1.4493
283,5,5,10,0,8.7674801206471,3.29037565122018,1.9206
284,5,5,10,0,5.5742545025096,4.71213463241807,1.6504
285,5,5,10,0,13.6549259826442,8.92036753445635,1.7987
286,5,5,10,0,9.42559198018091,9.73670565189837,1.4195
287,5,5,10,0,10.9604655348251,7.62493250944867,1.6489
289,5,5,10,0,21.0577306662107,NA,1.7447
290,5,5,10,0,13.5537902580208,NA,2.1996
346,5,5,10,0.679299718051279,15.2594954563068,9.97182531859656,1.6728
348,5,5,10,0.365639566559717,13.3463127371368,7.15597620943653,1.6329
349,5,5,10,0.108223705527834,15.9676784132965,25.7668857396561,1.4378
350,5,5,10,0.981891049428525,10.3602983105059,24.873676611402,1.7339
351,5,5,10,0.350659765254793,19.0253885555886,8.90089947530299,1.6677
355,5,5,10,0.636675069484844,19.3583539769977,11.2010589228208,1.5489
356,5,5,10,0.234602210301816,11.7219414789409,3.8303685899215,1.7252
357,5,5,10,0.647827758554407,16.6538051137375,38.7108355348714,1.485
361,5,5,10,0.319415925165408,19.4802138756006,NA,2.3182
362,5,5,10,0,12.8080985915493,3.71185446009389,2.0514
365,5,5,10,0.435680500965962,18.6659579156422,0.583054490882537,1.5536
417,5,5,10,0,12.5955561906123,6.09416303493605,1.1554
420,5,5,10,0,15.6965336821452,6.990771019548,1.7504
424,5,5,10,0,7.04120315704431,6.63103598284756,1.6888
426,5,5,10,0,16.3798631893972,7.53527148353997,1.8779
428,5,5,10,0,9.02209070263574,3.84694790448008,1.8533
430,5,5,10,0,9.20927709209277,8.37515258375153,1.4702
432,5,5,10,0,5.49692759818327,6.68581351856799,1.8122
433,5,5,10,0,9.36573799644339,11.5260488704472,1.5097
434,5,5,10,0,10.5916202121921,1.28873703770305,2.7472
436,5,5,10,0,15.4440154440154,0.617760617760612,2.0788
437,5,5,10,0,10.3761969904241,8.12585499316005,1.511
439,5,5,10,0,11.1143291579176,1.0136847440446,1.8628
440,5,5,10,0,13.4867445584485,2.06393452345651,2.4151
492,5,5,10,0,15.9789987271956,0.228044123886306,1.2607
493,5,5,10,0,13.0386546770991,1.56487212425553,2.5034
496,5,5,10,0,4.60728135671703,0.584592232447758,1.6658
499,5,5,10,0,13.1340426729719,4.96537747002196,2.4017
501,5,5,10,0,10.5404152284787,2.00917005821441,2.2575
506,5,5,10,0,18.019267260254,6.13049189899285,1.2789
507,5,5,10,0,4.53927345722981,2.09803794599495,1.5166
508,5,5,10,0,3.4658211046383,6.25322616326231,1.4128
510,5,5,10,0,6.77935943060498,0,1.7056
511,5,5,10,0,21.8550341484909,NA,2.5884
512,5,5,10,0,12.2794552989935,3.81290704558911,1.6129
513,5,5,10,0,12.5091555927592,0.109867113110804,2.1089
514,5,5,10,0,11.4509155645982,6.3708036622584,1.9936
42,5,5,20,8.1349771949829,28.613203771737,NA,2.120125
53,5,5,20,0.312652133931952,15.9525481076121,NA,3.2447
54,5,5,20,0,12.6810314376545,9.14871070293183,2.9803
55,5,5,20,0.182007883143983,19.6443060963609,15.4592361641069,3.099
58,5,5,20,2.22299036902832,33.9996478963875,NA,2.708625
62,5,5,20,1.98116971196042,16.3874851397075,NA,3.3719
63,5,5,20,2.05454064072015,20.8896602693284,2.14502742645492,3.4619
64,5,5,20,4.22847628766314,18.8564462939105,NA,3.0935
65,5,5,20,0.554977904860931,21.8175655749097,NA,2.6458
116,5,5,20,0.903837142708387,20.3852178478153,NA,2.5898
118,5,5,20,0,18.0501089324619,10.7298474945534,3.1228
124,5,5,20,0,10.0362027353178,NA,3.2273
125,5,5,20,0,17.4445527662686,NA,2.5313
126,5,5,20,0,10.7856730213749,NA,2.7406
128,5,5,20,0,16.6582712069313,NA,2.9242
133,5,5,20,0,10.6783990916832,7.93074084587,2.4089
138,5,5,20,0.185679223135204,14.0455687354839,NA,2.7667
140,5,5,20,0,16.4663520023356,NA,2.4715
192,5,5,20,4.96900244223182,22.0325982211558,18.6810419373192,1.568875
193,5,5,20,0.358710281467609,17.3303776632156,NA,3.1647
196,5,5,20,1.15483418963102,27.7912988894751,NA,3.0732
199,5,5,20,0,22.8637015781923,0,2.8577
204,5,5,20,0.144241479171309,14.7862589945069,NA,3.1727
206,5,5,20,0.269282662469082,28.8898255478187,NA,3.26
208,5,5,20,2.83830123977842,20.17576720035,NA,2.846
210,5,5,20,2.16770740410348,17.0860935777317,1.09414665313375,3.0905
212,5,5,20,0.708353991075856,16.4500821563015,NA,2.308
213,5,5,20,0.932825673103074,18.8170611814409,NA,3.1953
214,5,5,20,0.930351655855238,17.4034790870147,15.6994067263608,3.2644
215,5,5,20,0,11.9248180620022,30.5770442954558,2.9651
272,5,5,20,1.83242941457968,18.0422416805211,0.75378025230271,1.201625
280,5,5,20,1.29640900791236,17.0227693015266,NA,2.7262
284,5,5,20,28.596087456847,27.7122093453149,NA,2.2515
285,5,5,20,0,10.9592740628713,12.8173274278924,2.9652
286,5,5,20,0,9.7836803340486,NA,2.8303
287,5,5,20,0,25.6591436405822,NA,3.2669
290,5,5,20,11.4908253262019,26.3204750093308,NA,1.66611111111111
348,5,5,20,0.331864576942383,24.1124816010238,NA,3.4267
349,5,5,20,0,17.9367925585565,15.1238372744593,3.2091
350,5,5,20,0.188590533904502,20.1423369892289,NA,3.221
351,5,5,20,0.148246194573131,8.85069769009967,NA,2.6059
355,5,5,20,1.75390094565915,24.8413240593128,NA,2.44185714285714
356,5,5,20,2.40929037782297,15.7833842116865,23.1308608490339,3.2566
357,5,5,20,0.921589553644295,20.6838785309736,NA,3.2634
361,5,5,20,1.7939563942369,21.3758425831303,NA,3.0948
362,5,5,20,1.62578836720393,26.4210229437735,NA,2.7241
365,5,5,20,1.88163309508339,20.9019710584218,NA,3.1469
417,5,5,20,0,18.8594773070681,0,3.2429
424,5,5,20,0,19.0320733104238,NA,3.335
426,5,5,20,0.15854094647753,10.2796234758343,NA,3.1909
428,5,5,20,0,16.9686228173822,15.852697912564,2.5059
430,5,5,20,0,12.9724659272747,NA,3.4123
433,5,5,20,0,30.9265894508791,NA,0.048
436,5,5,20,0.0648456937165828,20.5314057408294,NA,2.117
439,5,5,20,1.62086662768791,10.381547584505,-1.56997231311352,3.4614
440,5,5,20,3.13536253402623,23.5748605666214,NA,2.5352
493,5,5,20,0,19.0557046612258,NA,3.0664
499,5,5,20,0,17.5670534525395,NA,1.6557
507,5,5,20,0,45.2248545437012,NA,0.51875
