"inst","w","var","inc","rd","evpir","vssr","time"
134,6,5,10,-3.00230047779154,15.4342916148241,8.82983601333506,2.2532
135,6,5,10,-1.6746789342534,11.4333608382905,6.37224421733254,2.2802
136,6,5,10,-0.452482355070154,10.8652788513342,1.02419853623002,1.795
194,6,5,10,-1.63282485092234,18.6109511671814,2.9033255770813,2.4307
195,6,5,10,-0.21003334343725,15.7159329955656,5.58669781845892,1.9407
198,6,5,10,-0.364416699180761,14.8613706894295,7.65541641715068,2.5453
200,6,5,10,-1.62672433949018,10.3535945537407,3.74668516548598,2.2218
201,6,5,10,-0.934069679374026,18.8856518281969,10.0491506030566,2.0181
205,6,5,10,-0.984879769156913,15.6088654364222,9.78426311797215,2.3693
207,6,5,10,-1.59133370849747,8.46899806738854,5.09160648280432,2.0519
267,6,5,10,-4.45903072695491,12.2173849949209,1.03921945454392,2.6166
268,6,5,10,0.000121847203481894,12.4833404613861,10.9904825265229,2.1645
271,6,5,10,-0.000122129946137752,15.0340926161366,3.72509004041285,2.5349
274,6,5,10,0,8.44028714378943,16.5107678921035,2.017
278,6,5,10,-0.348707895205845,12.2585923713875,10.4189667140345,2.6776
279,6,5,10,0.0229496047429559,8.54984781502269,1.37253383113602,2.7763
288,6,5,10,0.000122789783764232,9.94607079313508,3.548497607444,2.1514
341,6,5,10,-1.74877283883297,18.654356652005,9.25423296277815,1.9017
342,6,5,10,-3.0754171855543,18.7503468511551,12.5622991970832,2.3977
343,6,5,10,-2.65028275212052,17.0803962897805,4.13821042564382,2.1666
344,6,5,10,-0.676072539468156,16.6444896531416,3.12186382128358,2.4224
347,6,5,10,-4.18297517480287,14.0068496791526,5.04767350036978,2.3023
353,6,5,10,0.0816165951359074,16.7517293602155,11.5456544710512,2.2187
354,6,5,10,0.363443008980897,12.8929673648671,3.55809518250494,2.1428
360,6,5,10,-2.36986164360727,13.2335879746745,4.31434167931368,2.2575
416,6,5,10,0.0504718016238754,20.9892306844461,4.48252940904238,2.5304
418,6,5,10,-3.73935708079931,17.7369220538536,-1.36737236124527,2.0365
421,6,5,10,-2.6186820286423,12.1107098337441,3.15395206152129,1.9481
423,6,5,10,-0.3,14.597111334002,3.49715814109008,2.0453
425,6,5,10,-0.000126798960118672,13.3961876576272,2.53610921969089,2.7994
427,6,5,10,-1.30317273795523,13.2482701068621,0.514016112115906,1.8984
431,6,5,10,0.138924107951459,14.4940266206666,5.0345051595231,2.2795
438,6,5,10,0.0846471203037608,11.7362675180538,1.02044978007155,2.086
491,6,5,10,-9.5031951330857e-05,13.077359249627,5.93960819345134,2.2405
494,6,5,10,-0.000121484540967735,11.8021160203074,20.3791780102995,3.0546
495,6,5,10,-0.00010652149444531,8.651791515909,1.18960964564983,2.314
497,6,5,10,-0.000108761342454172,3.52252993659207,1.85510798200361,1.9989
498,6,5,10,0.000110424028155467,10.6173579755323,5.52108489279483,2.4511
503,6,5,10,0,10.1602170542636,1.45736434108527,2.4164
504,6,5,10,-0.000118609891943531,9.28705881515693,16.2378320932656,1.5178
505,6,5,10,-0.000111117284179778,12.4672731454782,1.88355117901114,1.7575
515,6,5,10,0,13.1873998932194,4.68648039390177,2.5898
41,6,5,20,1.04729614223045,15.3896181616559,11.7423252512797,4.5309
45,6,5,20,0.294649132751505,16.0928832679892,2.12298912007824,2.9761
60,6,5,20,1.27719413151676,17.2825145496821,NA,4.2487
119,6,5,20,-0.000107881343473572,17.027182531834,17.1652588136157,2.8599
120,6,5,20,0,10.4719026179757,NA,4.3997
122,6,5,20,0.000100457079609815,17.9818996615604,NA,3.455
130,6,5,20,1.09720541979205,15.6416824371127,-1.05629598707035,4.3119
134,6,5,20,-0.000105158626535673,11.2986052446167,10.7438344848214,4.3454
135,6,5,20,0.302056978739911,12.0714276159989,NA,4.4995
136,6,5,20,-0.000102168248633804,16.3241188830956,13.191183098176,4.8762
194,6,5,20,1.42333374551737,16.7630400425697,25.6632402140592,4.5702
195,6,5,20,-0.000123555939825281,16.8220384531271,2.39711175277909,4.2124
198,6,5,20,0.639662162162163,15.8977719254222,20.376228730225,5.0097
200,6,5,20,0.152957826209904,14.1590276294058,17.9627877427223,4.5838
201,6,5,20,0.541096150199127,19.3690968290573,31.7962619410773,2.9459
205,6,5,20,3.35774331044294,20.4287647878536,8.62288524394739,4.1505
207,6,5,20,0.496495924078229,18.0346349632256,6.06036118467016,4.0598
267,6,5,20,0.000101020304977867,18.7949097940097,11.778854653142,4.4035
268,6,5,20,0,11.6126874625075,NA,3.8132
271,6,5,20,0.0795300699299548,10.157647411507,2.33038214436217,4.5365
274,6,5,20,0,15.292972410203,NA,3.8594
278,6,5,20,0,16.4775775775776,17.5842509175842,4.0573
279,6,5,20,0.479765739385066,17.9104746999383,9.25677361306145,3.0939
288,6,5,20,-0.000102185648848434,14.0731241250345,4.71768914866767,3.6835
341,6,5,20,1.54716780112472,24.7714604605237,NA,3.7854
342,6,5,20,1.12801210287431,21.0963922642389,3.39753769120079,2.9739
344,6,5,20,3.1962253646586,22.95495405001,1.85443911386234,4.1946
347,6,5,20,-0.000123281760337288,12.2849069653048,7.93331434791869,3.0265
353,6,5,20,3.59169775125215,19.237924659888,15.4324700771458,3.4518
360,6,5,20,3.1627606939311,24.6921445240451,NA,2.9419
416,6,5,20,0,20.8763121440665,16.4845313221487,4.7503
418,6,5,20,-0.000115928587871077,19.8874563963093,31.6138785229288,2.0158
421,6,5,20,0.017629669443808,13.5008364584727,7.91973076550005,3.7248
423,6,5,20,0,9.2390444549913,NA,3.1699
425,6,5,20,0,17.633607964298,6.65407941412049,4.6934
427,6,5,20,0.178802747791952,18.9969884378921,16.8894415850627,4.5471
431,6,5,20,0.110146555112468,11.7762379379082,3.89527272402118,3.831
438,6,5,20,0.317000749812444,14.2947798490533,15.5393473120442,3.3775
491,6,5,20,7.6643034996155e-05,15.991625988407,NA,3.9366
494,6,5,20,-8.08988836805226e-05,13.7752033934413,NA,4.6671
495,6,5,20,0,11.8788591590709,41.7818288738606,4.6944
497,6,5,20,-7.37765451121793e-05,18.6039254069394,31.3715315776142,2.49066666666667
498,6,5,20,0,7.57379176127149,NA,3.9057
503,6,5,20,-9.32014801686336e-05,12.9238574264562,0.000103557296592852,3.4381
504,6,5,20,0.720656737618282,15.236797098348,NA,2.24014285714286
505,6,5,20,0,14.8948429847306,NA,3.9691
515,6,5,20,1.46766838472953,19.8454224622226,NA,2.2608
61,7,2,10,0.642523126969918,6.08060434703412,-0.46445195813804,2.9251
131,7,2,10,-1.46956148037638,5.01909856008214,0.323089587673174,2.9338
269,7,2,10,-1.62823205546513,5.39264135951161,0.69201079497293,3.3279
270,7,2,10,-0.275517487508915,3.06726598622901,1.19652596426556,4.3778
363,7,2,10,-1.39992396882741,8.83390942253405,3.33055483821941,3.2123
435,7,2,10,0.000103712922740899,3.58856711411833,1.52447466866337,2.8796
61,7,2,20,-0.662470771628696,8.10013383303676,5.81728639564812,3.3351
131,7,2,20,9.15499405902909e-05,5.959959754683,5.41050497985426,6.0214
269,7,2,20,-2.08371219207779,4.46668359098379,NA,3.7592
270,7,2,20,-0.082599233081045,4.73008589331222,1.99117729122335,3.3715
363,7,2,20,-5.1047956048051,7.81124271074025,-0.980992011003841,2.7945
435,7,2,20,-1.3709468223087,7.15755130839902,NA,5.6517
61,7,5,10,-3.37978837170045,14.7846628806868,6.50604678234733,2.8892
131,7,5,10,-0.408142413230063,11.0488491566684,3.53131888176123,3.1418
269,7,5,10,-4.3397984886651,13.0978104304679,3.05368681201357,2.985
270,7,5,10,-0.388173302107731,13.1900473552838,5.85348768062413,3.0319
363,7,5,10,-0.982135362014586,20.4114275323605,6.78223208604088,3.1528
435,7,5,10,-0.0680773526126618,13.383646750087,1.39161347991502,3.1094
61,7,5,20,1.11036506234848,19.3640447968208,9.85664532617745,3.0714
131,7,5,20,-9.41926558930528,5.89411246771075,12.9018362357238,3.0759
269,7,5,20,-1.02216360245153,17.2841231457277,18.290942161459,4.2059
270,7,5,20,-0.359695817490499,10.478706544442,0.447046986558759,3.2904
363,7,5,20,-0.117446636200661,11.6919762715524,9.09489249387715,3.3592
435,7,5,20,0.00939776333233048,13.2050088453433,2.1756098554691,3.3144
500,8,2,10,-1.66288793904478,4.02568638122884,-0.000377963231745067,5.9896
500,8,2,20,-4.33134300066344,1.34733505052506,0,4.7462
500,8,5,10,0.000222432297174404,8.84188657757532,-0.000222431802414236,4.0181
500,8,5,20,-0.000177548936929616,6.69786798858003,12.7926011675639,5.5062
